Cve Mpio,Secc,Localidad,Manzana,Colonia tipo,Colonia,Listado NOminal Total,PRIO
109,1861,1,32,,,29,no
109,1861,1,13,,,25,no
109,1861,1,22,,,23,no
109,1861,1,23,,,19,no
109,1861,1,21,,,17,no
109,1862,1,28,,,112,si
109,1862,1,20,,,107,si
109,1862,1,32,,,100,si
109,1862,1,18,,,79,si
109,1862,1,7,,,75,si
109,1862,1,6,,,69,si
109,1862,1,33,,,61,no
109,1862,1,1,,,60,no
109,1862,1,8,,,58,no
109,1862,1,15,,,40,no
109,1862,1,19,,,40,no
109,1862,1,17,,,39,no
109,1862,1,4,,,38,no
109,1862,1,5,,,35,no
109,1862,1,34,,,29,no
109,1862,1,16,,,22,no
109,1863,1929,9999,,,219,si
109,1863,1,33,,,203,si
109,1863,1,40,,,190,si
109,1863,1,34,,,184,si
109,1863,1952,9999,,,179,si
109,1863,1940,9999,,,128,si
109,1863,1,39,,,105,si
109,1863,1,48,,,102,si
109,1863,1,36,,,97,si
109,1863,1,17,,,91,si
109,1863,1,38,,,88,si
109,1863,1,35,,,80,si
109,1863,1,37,,,79,si
109,1863,1,28,,,76,si
109,1863,1,52,,,73,si
109,1863,1,51,,,72,si
109,1863,1930,9999,,,68,si
109,1863,1,50,,,66,no
109,1863,1844,9999,,,66,no
109,1863,1,11,,,60,no
109,1863,1,45,,,57,no
109,1863,1,44,,,51,no
109,1863,1,23,,,46,no
109,1863,1,42,,,43,no
109,1863,1,46,,,42,no
109,1863,280,10,,,41,no
109,1863,1,43,,,40,no
109,1863,280,8,,,40,no
109,1863,280,46,,,40,no
109,1863,280,16,,,37,no
109,1863,1,9,,,36,no
109,1863,652,9999,,,35,no
109,1863,1,29,,,34,no
109,1863,1,6,,,33,no
109,1863,280,1,,,32,no
109,1863,280,7,,,32,no
109,1863,280,33,,,31,no
109,1863,280,41,,,30,no
109,1863,280,55,,,30,no
109,1863,1,8,,,29,no
109,1863,1,10,,,29,no
109,1863,1,7,,,27,no
109,1863,280,21,,,27,no
109,1863,280,5,,,26,no
109,1863,280,18,,,25,no
109,1863,280,40,,,25,no
109,1863,1,5,,,24,no
109,1863,1,47,,,24,no
109,1863,280,12,,,23,no
109,1863,1,3,,,22,no
109,1863,280,4,,,20,no
109,1863,280,25,,,20,no
109,1863,280,3,,,19,no
109,1863,280,11,,,19,no
109,1863,280,47,,,19,no
109,1863,1110,9999,,,19,no
109,1863,280,45,,,18,no
109,1863,280,52,,,18,no
109,1863,280,13,,,17,no
109,1863,280,26,,,17,no
109,1863,280,35,,,17,no
109,1863,1,55,,,16,no
109,1863,280,32,,,16,no
109,1863,280,57,,,16,no
109,1863,907,9999,,,16,no
109,1863,1123,9999,,,16,no
109,1863,280,22,,,15,no
109,1863,280,23,,,15,no
109,1863,280,31,,,15,no
109,1863,280,50,,,15,no
109,1863,962,9999,,,15,no
109,1863,209,9999,,,14,no
109,1863,280,6,,,14,no
109,1863,280,17,,,14,no
109,1863,280,42,,,14,no
109,1863,280,28,,,13,no
109,1863,280,48,,,13,no
109,1863,1,1,,,12,no
109,1863,1,16,,,12,no
109,1863,280,19,,,12,no
109,1863,280,36,,,12,no
109,1863,389,9999,,,12,no
109,1863,1,57,,,11,no
109,1863,280,53,,,11,no
109,1863,280,29,,,10,no
109,1863,280,38,,,10,no
109,1863,280,24,,,9,no
109,1863,280,44,,,9,no
109,1863,280,49,,,9,no
109,1863,280,60,,,9,no
109,1863,1,56,,,8,no
109,1863,1,58,,,8,no
109,1863,280,27,,,8,no
109,1863,280,56,,,8,no
109,1863,280,58,,,8,no
109,1863,1125,9999,,,8,no
109,1863,280,9,,,7,no
109,1863,280,14,,,7,no
109,1863,280,39,,,7,no
109,1863,280,61,,,6,no
109,1863,879,9999,,,6,no
109,1863,1122,9999,,,6,no
109,1863,208,9999,,,5,no
109,1863,280,51,,,5,no
109,1863,760,9999,,,5,no
109,1863,1882,9999,,,5,no
109,1863,146,9999,,,4,no
109,1863,280,43,,,4,no
109,1863,653,9999,,,4,no
109,1863,781,9999,,,4,no
109,1863,1121,9999,,,4,no
109,1863,1775,9999,,,4,no
109,1863,1945,9999,,,4,no
109,1863,1978,9999,,,4,no
109,1863,1979,9999,,,4,no
109,1863,1,2,,,3,no
109,1863,280,63,,,3,no
109,1863,280,64,,,3,no
109,1863,462,9999,,,3,no
109,1863,1898,9999,,,3,no
109,1863,1944,9999,,,3,no
109,1863,1,18,,,2,no
109,1863,271,9999,,,2,no
109,1863,280,62,,,2,no
109,1863,1104,9999,,,2,no
109,1863,1921,9999,,,2,no
109,1863,1,24,,,1,no
109,1863,1,41,,,1,no
109,1863,75,9999,,,1,no
109,1863,280,34,,,1,no
109,1863,280,37,,,1,no
109,1863,662,9999,,,1,no
109,1863,676,9999,,,1,no
109,1863,771,9999,,,1,no
109,1863,1107,9999,,,1,no
109,1863,1108,9999,,,1,no
109,1863,1864,9999,,,1,no
109,1863,1884,9999,,,1,no
109,1864,1,20,,,108,si
109,1864,1,19,,,104,si
109,1864,1,29,,,102,si
109,1864,1,28,,,101,si
109,1864,1,9,,,96,si
109,1864,1,18,,,77,si
109,1864,1,11,,,74,si
109,1864,1,1,,,73,no
109,1864,1,8,,,73,no
109,1864,1,30,,,70,no
109,1864,1,26,,,69,no
109,1864,1,27,,,67,no
109,1864,1,10,,,60,no
109,1864,1,2,,,59,no
109,1864,1,25,,,55,no
109,1864,1,24,,,41,no
109,1865,1,28,,,85,si
109,1865,1,15,,,73,si
109,1865,1,23,,,67,si
109,1865,1,24,,,66,si
109,1865,1,14,,,65,si
109,1865,1,18,,,58,si
109,1865,1,13,,,56,si
109,1865,1,4,,,55,si
109,1865,1,8,,,53,si
109,1865,1,3,,,52,si
109,1865,1,1,,,49,no
109,1865,1,17,,,49,no
109,1865,1,19,,,46,no
109,1865,1,7,,,44,no
109,1865,1,22,,,43,no
109,1865,1,11,,,41,no
109,1865,1,26,,,41,no
109,1865,1,12,,,39,no
109,1865,1,6,,,37,no
109,1865,1,16,,,37,no
109,1865,1,27,,,36,no
109,1865,1,2,,,34,no
109,1865,1,20,,,34,no
109,1865,1,5,,,28,no
109,1865,1,9,,,21,no
109,1865,1,21,,,21,no
109,1865,1,25,,,21,no
109,1866,1,39,,,174,si
109,1866,1120,9999,,,127,si
109,1866,1,31,,,91,si
109,1866,1,37,,,79,si
109,1866,1,42,,,79,si
109,1866,186,9999,,,68,si
109,1866,614,9999,,,60,si
109,1866,368,9999,,,54,si
109,1866,1,29,,,52,no
109,1866,1,32,,,52,no
109,1866,1,30,,,49,no
109,1866,1,45,,,45,no
109,1866,1,44,,,43,no
109,1866,1,43,,,39,no
109,1866,1,36,,,33,no
109,1866,1,51,,,33,no
109,1866,1,54,,,32,no
109,1866,1,34,,,26,no
109,1866,1,52,,,23,no
109,1866,1,38,,,22,no
109,1866,1,48,,,20,no
109,1866,1,49,,,19,no
109,1866,1,53,,,18,no
109,1866,1,50,,,14,no
109,1866,656,9999,,,11,no
109,1866,356,9999,,,10,no
109,1866,1,47,,,9,no
109,1866,28,9999,,,9,no
109,1866,574,9999,,,9,no
109,1866,1361,9999,,,9,no
109,1866,1,56,,,7,no
109,1866,1116,9999,,,7,no
109,1866,215,9999,,,6,no
109,1866,736,9999,,,6,no
109,1866,1,46,,,4,no
109,1866,1,55,,,4,no
109,1866,1128,9999,,,4,no
109,1866,241,9999,,,3,no
109,1866,541,9999,,,3,no
109,1866,845,9999,,,3,no
109,1866,290,9999,,,2,no
109,1866,888,9999,,,2,no
109,1866,1114,9999,,,2,no
109,1866,1,57,,,1,no
109,1866,313,9999,,,1,no
109,1866,386,9999,,,1,no
109,1866,1115,9999,,,1,no
109,1867,1,51,,,265,si
109,1867,1,30,,,202,si
109,1867,1,41,,,142,si
109,1867,1,1,,,124,si
109,1867,1,43,,,120,si
109,1867,1,34,,,104,si
109,1867,1,38,,,102,si
109,1867,1,2,,,99,si
109,1867,1,45,,,96,si
109,1867,1,44,,,93,no
109,1867,1,29,,,91,no
109,1867,1,48,,,89,no
109,1867,1,39,,,86,no
109,1867,1,47,,,78,no
109,1867,1,50,,,77,no
109,1867,1,37,,,75,no
109,1867,1,35,,,72,no
109,1867,1,40,,,70,no
109,1867,1,46,,,64,no
109,1867,1,49,,,64,no
109,1867,1,36,,,60,no
109,1867,1,32,,,55,no
109,1867,1,42,,,46,no
109,1867,1,54,,,46,no
109,1867,1,33,,,45,no
109,1867,1,58,,,37,no
109,1867,1,53,,,32,no
109,1867,1,55,,,23,no
109,1867,1,56,,,20,no
109,1867,1,59,,,16,no
109,1867,1,57,,,6,no
109,1868,1,29,,,77,si
109,1868,1,25,,,75,si
109,1868,1,13,,,73,si
109,1868,1,4,,,67,si
109,1868,1,31,,,64,si
109,1868,1,41,,,64,si
109,1868,1,42,,,64,si
109,1868,1,27,,,63,si
109,1868,1,39,,,63,si
109,1868,1,37,,,60,si
109,1868,1,12,,,58,si
109,1868,1,30,,,49,si
109,1868,1,33,,,49,no
109,1868,1,40,,,49,no
109,1868,1,3,,,48,no
109,1868,1,23,,,47,no
109,1868,1,35,,,45,no
109,1868,1,28,,,44,no
109,1868,1,5,,,40,no
109,1868,1,22,,,39,no
109,1868,1,32,,,39,no
109,1868,1,36,,,39,no
109,1868,1,21,,,38,no
109,1868,1,26,,,35,no
109,1868,1,38,,,35,no
109,1868,1,43,,,35,no
109,1868,1,44,,,35,no
109,1868,1,15,,,34,no
109,1868,1,24,,,28,no
109,1868,1,14,,,27,no
109,1868,1,16,,,18,no
109,1869,1,25,,,113,si
109,1869,1,29,,,108,si
109,1869,1,7,,,103,si
109,1869,1,17,,,101,si
109,1869,1,26,,,90,si
109,1869,1,19,,,88,si
109,1869,1,27,,,88,si
109,1869,1,9,,,86,si
109,1869,1,18,,,86,si
109,1869,1,20,,,82,no
109,1869,1,10,,,76,no
109,1869,1,8,,,70,no
109,1869,1,30,,,69,no
109,1869,1,32,,,69,no
109,1869,1,2,,,66,no
109,1869,1,11,,,63,no
109,1869,1,31,,,60,no
109,1869,1,28,,,59,no
109,1869,1,1,,,54,no
109,1869,1,6,,,40,no
109,1870,1,12,,,129,si
109,1870,1,13,,,123,si
109,1870,1,8,,,121,si
109,1870,1,1,,,106,si
109,1870,1,2,,,91,si
109,1870,1,3,,,91,si
109,1870,1,4,,,88,si
109,1870,1,9,,,87,no
109,1870,1,14,,,78,no
109,1870,1,7,,,74,no
109,1870,1,6,,,70,no
109,1870,1,34,,,61,no
109,1870,1,26,,,55,no
109,1870,1,5,,,53,no
109,1870,1,10,,,53,no
109,1870,1,32,,,44,no
109,1870,1,20,,,36,no
109,1870,1,25,,,36,no
109,1870,1,35,,,34,no
109,1870,1,16,,,30,no
109,1870,1,36,,,29,no
109,1872,5,2,,,69,si
109,1872,5,45,,,64,si
109,1872,5,25,,,55,si
109,1872,5,43,,,55,si
109,1872,5,4,,,50,si
109,1872,5,44,,,46,si
109,1872,5,3,,,45,si
109,1872,5,1,,,41,si
109,1872,5,27,,,41,si
109,1872,5,34,,,37,si
109,1872,5,23,,,36,si
109,1872,5,46,,,35,si
109,1872,5,26,,,34,si
109,1872,5,22,,,33,si
109,1872,5,9,,,32,si
109,1872,5,7,,,31,si
109,1872,5,11,,,31,no
109,1872,5,36,,,31,no
109,1872,5,5,,,29,no
109,1872,5,12,,,29,no
109,1872,5,13,,,27,no
109,1872,5,10,,,26,no
109,1872,5,35,,,26,no
109,1872,5,18,,,25,no
109,1872,5,29,,,25,no
109,1872,5,6,,,24,no
109,1872,5,47,,,22,no
109,1872,5,57,,,22,no
109,1872,5,33,,,21,no
109,1872,5,39,,,21,no
109,1872,5,48,,,21,no
109,1872,5,14,,,19,no
109,1872,5,41,,,18,no
109,1872,5,54,,,18,no
109,1872,5,31,,,17,no
109,1872,5,42,,,17,no
109,1872,5,40,,,16,no
109,1872,5,19,,,15,no
109,1872,5,16,,,14,no
109,1872,5,17,,,14,no
109,1872,5,50,,,14,no
109,1872,5,8,,,13,no
109,1872,5,15,,,13,no
109,1872,5,51,,,13,no
109,1872,5,21,,,12,no
109,1872,1069,9999,,,12,no
109,1872,5,20,,,10,no
109,1872,5,53,,,9,no
109,1872,5,61,,,9,no
109,1872,5,32,,,8,no
109,1872,5,55,,,8,no
109,1872,5,38,,,7,no
109,1872,5,60,,,6,no
109,1872,5,65,,,5,no
109,1872,5,56,,,4,no
109,1872,5,37,,,3,no
109,1872,5,59,,,3,no
109,1872,5,58,,,1,no
109,1872,105,9999,,,1,no
109,1873,834,9999,,,95,si
109,1873,963,4,,,56,si
109,1873,963,35,,,33,si
109,1873,963,28,,,32,si
109,1873,963,20,,,31,si
109,1873,144,9999,,,29,si
109,1873,963,2,,,28,si
109,1873,963,26,,,28,si
109,1873,963,3,,,27,si
109,1873,963,10,,,26,si
109,1873,963,13,,,26,si
109,1873,963,11,,,25,si
109,1873,963,34,,,25,no
109,1873,1001,9999,,,24,no
109,1873,963,12,,,23,no
109,1873,963,29,,,23,no
109,1873,963,15,,,22,no
109,1873,963,36,,,19,no
109,1873,963,31,,,18,no
109,1873,963,27,,,17,no
109,1873,963,30,,,17,no
109,1873,963,16,,,16,no
109,1873,273,9999,,,15,no
109,1873,963,25,,,15,no
109,1873,963,32,,,14,no
109,1873,868,9999,,,13,no
109,1873,963,17,,,13,no
109,1873,963,39,,,13,no
109,1873,963,33,,,12,no
109,1873,963,9,,,11,no
109,1873,963,18,,,11,no
109,1873,963,24,,,10,no
109,1873,491,9999,,,9,no
109,1873,742,9999,,,9,no
109,1873,801,9999,,,9,no
109,1873,963,8,,,9,no
109,1873,963,5,,,8,no
109,1873,963,1,,,7,no
109,1873,963,23,,,7,no
109,1873,963,38,,,7,no
109,1873,74,9999,,,6,no
109,1873,963,21,,,5,no
109,1873,298,9999,,,4,no
109,1873,688,9999,,,4,no
109,1873,785,9999,,,4,no
109,1873,1961,9999,,,4,no
109,1873,247,9999,,,3,no
109,1873,1308,9999,,,3,no
109,1873,1962,9999,,,3,no
109,1873,963,14,,,2,no
109,1873,963,37,,,2,no
109,1873,1050,9999,,,2,no
109,1873,1668,9999,,,2,no
109,1873,257,9999,,,1,no
109,1873,486,9999,,,1,no
109,1873,1949,9999,,,1,no
109,1874,1057,6,,,83,si
109,1874,1057,25,,,59,si
109,1874,1057,9,,,58,si
109,1874,1057,19,,,57,si
109,1874,1004,4,,,56,si
109,1874,1057,7,,,53,si
109,1874,1777,9999,,,53,si
109,1874,1004,11,,,52,si
109,1874,1057,18,,,52,si
109,1874,1057,32,,,52,si
109,1874,1004,2,,,51,si
109,1874,1004,6,,,51,si
109,1874,1057,16,,,51,si
109,1874,1057,5,,,49,si
109,1874,1004,9,,,48,si
109,1874,1057,29,,,48,si
109,1874,1057,3,,,47,si
109,1874,1057,21,,,47,si
109,1874,1004,12,,,46,si
109,1874,1004,20,,,45,si
109,1874,1057,12,,,45,no
109,1874,1057,36,,,44,no
109,1874,1057,20,,,41,no
109,1874,1057,22,,,41,no
109,1874,1057,38,,,40,no
109,1874,1057,31,,,39,no
109,1874,1057,17,,,38,no
109,1874,1004,1,,,36,no
109,1874,1057,35,,,36,no
109,1874,1057,37,,,36,no
109,1874,1057,8,,,35,no
109,1874,1004,5,,,34,no
109,1874,1057,30,,,34,no
109,1874,1057,15,,,33,no
109,1874,1057,10,,,32,no
109,1874,1057,28,,,32,no
109,1874,1004,13,,,30,no
109,1874,1057,13,,,30,no
109,1874,1057,26,,,28,no
109,1874,1004,15,,,27,no
109,1874,1057,27,,,27,no
109,1874,1004,8,,,23,no
109,1874,1057,33,,,23,no
109,1874,1004,29,,,20,no
109,1874,1057,2,,,19,no
109,1874,1057,24,,,19,no
109,1874,1004,3,,,18,no
109,1874,1004,14,,,18,no
109,1874,1057,40,,,18,no
109,1874,1057,11,,,17,no
109,1874,1057,41,,,17,no
109,1874,1057,1,,,16,no
109,1874,1057,34,,,16,no
109,1874,1004,16,,,15,no
109,1874,1057,44,,,14,no
109,1874,1004,18,,,13,no
109,1874,1004,19,,,10,no
109,1874,1057,42,,,8,no
109,1874,1004,10,,,6,no
109,1874,1004,17,,,6,no
109,1874,1101,9999,,,6,no
109,1874,1057,23,,,3,no
109,1874,511,9999,,,1,no
109,1874,1004,7,,,1,no
109,1874,1004,25,,,1,no
109,1874,1057,4,,,1,no
109,1874,1831,9999,,,1,no
109,1875,578,10,,,42,si
109,1875,101,9999,,,30,si
109,1875,578,26,,,29,si
109,1875,578,21,,,28,si
109,1875,578,12,,,26,si
109,1875,578,27,,,25,si
109,1875,578,3,,,24,si
109,1875,578,28,,,24,si
109,1875,578,20,,,21,si
109,1875,578,30,,,21,si
109,1875,578,24,,,20,no
109,1875,578,23,,,19,no
109,1875,578,25,,,19,no
109,1875,578,15,,,18,no
109,1875,578,22,,,17,no
109,1875,578,33,,,15,no
109,1875,429,9999,,,14,no
109,1875,578,8,,,14,no
109,1875,578,2,,,13,no
109,1875,578,29,,,13,no
109,1875,578,11,,,12,no
109,1875,578,7,,,11,no
109,1875,578,16,,,10,no
109,1875,578,1,,,8,no
109,1875,578,19,,,8,no
109,1875,578,14,,,7,no
109,1875,578,32,,,6,no
109,1875,578,17,,,4,no
109,1875,578,9999,,,3,no
109,1875,263,9999,,,2,no
109,1875,578,9,,,2,no
109,1875,578,35,,,2,no
109,1875,1975,9999,,,2,no
109,1875,578,34,,,1,no
109,1875,1273,9999,,,1,no
109,1876,1136,9999,,,265,si
109,1876,1135,9999,,,72,si
109,1876,625,9999,,,57,si
109,1876,210,9999,,,52,si
109,1876,634,9999,,,49,si
109,1876,1718,9999,,,43,si
109,1876,1075,9999,,,33,si
109,1876,1138,9999,,,32,no
109,1876,130,9999,,,28,no
109,1876,1253,9999,,,28,no
109,1876,1773,9999,,,26,no
109,1876,726,9999,,,25,no
109,1876,403,9999,,,22,no
109,1876,62,9999,,,20,no
109,1876,1769,9999,,,20,no
109,1876,1281,9999,,,18,no
109,1876,367,9999,,,17,no
109,1876,1254,9999,,,17,no
109,1876,1132,9999,,,16,no
109,1876,1764,9999,,,16,no
109,1876,1278,9999,,,15,no
109,1876,67,9999,,,13,no
109,1876,334,9999,,,13,no
109,1876,1080,9999,,,13,no
109,1876,1752,9999,,,13,no
109,1876,485,9999,,,12,no
109,1876,1259,9999,,,11,no
109,1876,1079,9999,,,10,no
109,1876,1272,9999,,,10,no
109,1876,63,9999,,,9,no
109,1876,753,9999,,,9,no
109,1876,972,9999,,,9,no
109,1876,1282,9999,,,9,no
109,1876,103,9999,,,8,no
109,1876,452,9999,,,8,no
109,1876,143,9999,,,7,no
109,1876,1716,9999,,,7,no
109,1876,1926,9999,,,7,no
109,1876,495,9999,,,6,no
109,1876,840,9999,,,6,no
109,1876,1137,9999,,,5,no
109,1876,1906,9999,,,5,no
109,1876,454,9999,,,4,no
109,1876,700,9999,,,4,no
109,1876,727,9999,,,4,no
109,1876,914,9999,,,4,no
109,1876,1078,9999,,,4,no
109,1876,1256,9999,,,4,no
109,1876,1283,9999,,,4,no
109,1876,1767,9999,,,4,no
109,1876,1894,9999,,,4,no
109,1876,175,9999,,,3,no
109,1876,552,9999,,,3,no
109,1876,1081,9999,,,3,no
109,1876,1140,9999,,,3,no
109,1876,1348,9999,,,3,no
109,1876,1676,9999,,,3,no
109,1876,1768,9999,,,3,no
109,1876,1774,9999,,,3,no
109,1876,1928,9999,,,3,no
109,1876,406,9999,,,2,no
109,1876,784,9999,,,2,no
109,1876,1251,9999,,,2,no
109,1876,1270,9999,,,2,no
109,1876,1751,9999,,,2,no
109,1876,90,9999,,,1,no
109,1876,253,9999,,,1,no
109,1876,321,9999,,,1,no
109,1876,445,9999,,,1,no
109,1876,492,9999,,,1,no
109,1876,540,9999,,,1,no
109,1876,687,9999,,,1,no
109,1876,1252,9999,,,1,no
109,1876,1287,9999,,,1,no
109,1876,1672,9999,,,1,no
109,1876,1865,9999,,,1,no
109,1876,1927,9999,,,1,no
109,1876,1275,9999,,,0,no
109,1878,3,43,,,91,si
109,1878,3,40,,,64,si
109,1878,3,47,,,63,si
109,1878,3,5,,,61,si
109,1878,3,44,,,58,si
109,1878,3,46,,,58,si
109,1878,994,9999,,,54,si
109,1878,3,20,,,48,si
109,1878,3,30,,,48,si
109,1878,3,19,,,43,si
109,1878,3,25,,,43,si
109,1878,3,36,,,43,si
109,1878,3,12,,,42,si
109,1878,3,7,,,39,si
109,1878,3,45,,,38,si
109,1878,3,56,,,38,si
109,1878,3,49,,,37,no
109,1878,3,50,,,37,no
109,1878,3,55,,,36,no
109,1878,3,39,,,35,no
109,1878,3,51,,,35,no
109,1878,3,52,,,35,no
109,1878,3,27,,,34,no
109,1878,3,35,,,33,no
109,1878,3,23,,,32,no
109,1878,3,22,,,31,no
109,1878,3,13,,,30,no
109,1878,3,9,,,28,no
109,1878,3,48,,,27,no
109,1878,3,53,,,27,no
109,1878,3,2,,,26,no
109,1878,3,21,,,26,no
109,1878,3,32,,,26,no
109,1878,3,34,,,26,no
109,1878,3,41,,,25,no
109,1878,3,18,,,24,no
109,1878,3,8,,,22,no
109,1878,3,26,,,20,no
109,1878,3,28,,,20,no
109,1878,3,54,,,20,no
109,1878,3,24,,,18,no
109,1878,3,3,,,17,no
109,1878,3,42,,,12,no
109,1878,3,58,,,12,no
109,1878,3,17,,,11,no
109,1878,3,37,,,10,no
109,1878,3,16,,,9,no
109,1878,776,9999,,,8,no
109,1878,3,57,,,7,no
109,1878,896,9999,,,6,no
109,1878,1920,9999,,,5,no
109,1878,1337,9999,,,4,no
109,1878,3,61,,,3,no
109,1878,893,9999,,,3,no
109,1878,1759,9999,,,3,no
109,1878,3,31,,,2,no
109,1878,3,43,,,91,si
109,1878,3,40,,,64,si
109,1878,3,47,,,63,si
109,1878,3,5,,,61,si
109,1878,3,44,,,58,si
109,1878,3,46,,,58,si
109,1878,994,9999,,,54,si
109,1878,3,20,,,48,si
109,1878,3,30,,,48,si
109,1878,3,19,,,43,si
109,1878,3,25,,,43,si
109,1878,3,36,,,43,si
109,1878,3,12,,,42,si
109,1878,3,7,,,39,si
109,1878,3,45,,,38,si
109,1878,3,56,,,38,si
109,1878,3,49,,,37,no
109,1878,3,50,,,37,no
109,1878,3,55,,,36,no
109,1878,3,39,,,35,no
109,1878,3,51,,,35,no
109,1878,3,52,,,35,no
109,1878,3,27,,,34,no
109,1878,3,35,,,33,no
109,1878,3,23,,,32,no
109,1878,3,22,,,31,no
109,1878,3,13,,,30,no
109,1878,3,9,,,28,no
109,1878,3,48,,,27,no
109,1878,3,53,,,27,no
109,1878,3,2,,,26,no
109,1878,3,21,,,26,no
109,1878,3,32,,,26,no
109,1878,3,34,,,26,no
109,1878,3,41,,,25,no
109,1878,3,18,,,24,no
109,1878,3,8,,,22,no
109,1878,3,26,,,20,no
109,1878,3,28,,,20,no
109,1878,3,54,,,20,no
109,1878,3,24,,,18,no
109,1878,3,3,,,17,no
109,1878,3,42,,,12,no
109,1878,3,58,,,12,no
109,1878,3,17,,,11,no
109,1878,3,37,,,10,no
109,1878,3,16,,,9,no
109,1878,776,9999,,,8,no
109,1878,3,57,,,7,no
109,1878,896,9999,,,6,no
109,1878,1920,9999,,,5,no
109,1878,1337,9999,,,4,no
109,1878,3,61,,,3,no
109,1878,893,9999,,,3,no
109,1878,1759,9999,,,3,no
109,1878,3,31,,,2,no
109,1879,5,9,,,59,si
109,1879,5,34,,,59,si
109,1879,5,35,,,59,si
109,1879,5,40,,,59,si
109,1879,5,8,,,57,si
109,1879,5,18,,,57,si
109,1879,5,2,,,49,si
109,1879,5,17,,,45,si
109,1879,5,19,,,44,si
109,1879,5,4,,,43,si
109,1879,5,39,,,42,si
109,1879,5,3,,,41,si
109,1879,5,13,,,41,si
109,1879,5,1,,,40,no
109,1879,5,22,,,37,no
109,1879,5,5,,,35,no
109,1879,5,10,,,35,no
109,1879,5,16,,,35,no
109,1879,5,6,,,34,no
109,1879,5,21,,,34,no
109,1879,5,7,,,32,no
109,1879,5,20,,,32,no
109,1879,5,27,,,30,no
109,1879,5,26,,,28,no
109,1879,5,44,,,28,no
109,1879,5,23,,,25,no
109,1879,5,12,,,24,no
109,1879,5,36,,,23,no
109,1879,5,41,,,23,no
109,1879,5,38,,,22,no
109,1879,5,15,,,18,no
109,1879,5,42,,,17,no
109,1879,5,14,,,14,no
109,1879,5,32,,,9,no
109,1879,5,25,,,8,no
109,1879,5,11,,,7,no
109,1879,5,50,,,7,no
109,1879,5,24,,,6,no
109,1879,5,45,,,6,no
109,1879,5,51,,,5,no
109,1879,5,52,,,5,no
109,1879,5,28,,,4,no
109,1879,5,47,,,3,no
109,1879,5,54,,,3,no
109,1879,5,46,,,1,no
109,1880,383,9999,,,203,si
109,1880,943,9999,,,195,si
109,1880,1719,9999,,,150,si
109,1880,950,9999,,,119,si
109,1880,704,9999,,,95,si
109,1880,642,1,,,72,no
109,1880,112,9999,,,62,no
109,1880,959,9999,,,62,no
109,1880,642,6,,,52,no
109,1880,166,9999,,,50,no
109,1880,1336,9999,,,49,no
109,1880,642,7,,,43,no
109,1880,933,9999,,,39,no
109,1880,1838,9999,,,37,no
109,1880,1738,9999,,,31,no
109,1880,642,2,,,27,no
109,1880,642,4,,,26,no
109,1880,642,9,,,26,no
109,1880,642,8,,,25,no
109,1880,642,3,,,14,no
109,1880,815,9999,,,13,no
109,1880,139,9999,,,10,no
109,1880,556,9999,,,10,no
109,1880,642,10,,,10,no
109,1880,357,9999,,,9,no
109,1880,664,9999,,,9,no
109,1880,154,9999,,,6,no
109,1880,1732,9999,,,4,no
109,1880,344,9999,,,3,no
109,1880,642,12,,,3,no
109,1880,1733,9999,,,3,no
109,1880,1973,9999,,,3,no
109,1880,359,9999,,,2,no
109,1880,642,5,,,2,no
109,1880,642,9999,,,2,no
109,1880,1955,9999,,,2,no
109,1880,1957,9999,,,2,no
109,1880,165,9999,,,1,no
109,1880,665,9999,,,1,no
109,1880,830,9999,,,1,no
109,1880,1141,9999,,,1,no
109,1880,1866,9999,,,1,no
109,1880,1942,9999,,,1,no
109,1881,2,41,,,110,si
109,1881,431,9999,,,96,si
109,1881,2,8,,,71,si
109,1881,2,5,,,67,si
109,1881,2,13,,,65,si
109,1881,2,11,,,64,si
109,1881,2,27,,,64,si
109,1881,2,7,,,62,si
109,1881,2,14,,,60,si
109,1881,2,2,,,56,si
109,1881,2,30,,,55,si
109,1881,2,43,,,53,si
109,1881,2,19,,,50,si
109,1881,2,10,,,49,si
109,1881,2,12,,,48,no
109,1881,2,15,,,47,no
109,1881,2,16,,,47,no
109,1881,2,9,,,46,no
109,1881,2,26,,,42,no
109,1881,2,17,,,41,no
109,1881,2,6,,,39,no
109,1881,2,28,,,39,no
109,1881,2,32,,,39,no
109,1881,2,3,,,37,no
109,1881,2,34,,,36,no
109,1881,2,38,,,34,no
109,1881,2,20,,,33,no
109,1881,2,18,,,32,no
109,1881,2,44,,,32,no
109,1881,2,33,,,27,no
109,1881,2,29,,,24,no
109,1881,2,42,,,23,no
109,1881,2,48,,,18,no
109,1881,2,39,,,13,no
109,1881,157,9999,,,13,no
109,1881,177,9999,,,10,no
109,1881,1836,9999,,,10,no
109,1881,2,22,,,9,no
109,1881,2,47,,,9,no
109,1881,1745,9999,,,9,no
109,1881,2,4,,,8,no
109,1881,2,46,,,8,no
109,1881,125,9999,,,7,no
109,1881,734,9999,,,6,no
109,1881,2,35,,,5,no
109,1881,806,9999,,,5,no
109,1881,2,21,,,4,no
109,1881,44,9999,,,4,no
109,1881,588,9999,,,4,no
109,1881,754,9999,,,4,no
109,1881,901,9999,,,4,no
109,1881,1046,9999,,,4,no
109,1881,1746,9999,,,4,no
109,1881,2,40,,,3,no
109,1881,948,9999,,,3,no
